,a_mean,a_std,a_median,a_skew,a_kurtosis,b_dominant_freq,b_band_power_low,b_band_power_mid,b_band_power_high,b_spectral_entropy,b_spectral_flatness,c_avg_time_between_peaks,c_std_time_between_peaks,c_std_time_between_troughs,c_mean_peak_to_trough_time,c_mean_trough_to_peak_time,d_slope_magnitude,d_poly_mag_c0,d_poly_mag_c1,d_poly_mag_c2,d_poly_mag_c3,d_poly_peak_c0,d_poly_peak_c1,d_poly_peak_c2,d_poly_peak_c3,d_poly_trough_c0,d_poly_trough_c1,d_poly_trough_c2,d_poly_trough_c3,d_initial_magnitude,d_final_magnitude,d_initial_peak_to_trough_magnitude,d_final_peak_to_trough_magnitude,e_autocorr_lag1,e_autocorr_lagk,e_hurst_exponent,f_early_mean,f_late_mean,f_early_std,f_late_std,f_early_autocorr,f_late_autocorr,f_delta_mean,g_asymmetry_index,g_sharpness_index
Mov. 3 - Cell 5,0.6105616396781173,0.4700053044583686,0.3751776794054322,0.7169169584362439,0.093058026827843,0.5216666666666666,9.696522289449625e-34,0.1351452573214067,0.1691715001526594,0.7139863912959545,0.860697530452004,0.5044917257683215,0.3094276679923953,0.2303844614152614,0.1999999999999999,0.6875,0.7642827562499298,0.2796103798081881,0.4669414446378834,0.5495822542183801,0.4971905076919637,0.3280373810562256,0.4673120257864862,0.5495298448292679,0.4971337642287972,0.6801671457944518,0.4719259403894696,0.4454623862306201,0.5760306626263414,0.3040013950774624,0.709902487126109,0.3831111157688446,0.4654246921376697,0.3948533916265707,0.2654275741913158,0.7249793258011255,0.5851722467800293,0.8509277496152299,0.4459137363383781,0.2239588845830794,0.2678638352647331,0.4480999258052923,0.6551211826082644,0.7405873493975905,0.3823324796452734
Mov. 3 - Cell 50,0.8052267725476625,0.5479646695991686,1.0,0.631540688306576,0.0931195962308349,0.3849999999999999,2.1345723550291865e-33,0.0591023748737822,0.2684468108886364,0.8860486013327735,1.0,0.69012547735952,0.3288531175521642,0.4655850072454335,0.5384615384615385,0.7142857142857142,0.6359883870137188,0.417980603334352,0.3806874022310276,0.631438874006293,0.4191393472720717,0.5082970190774176,0.4689373477826669,0.4965621476664246,0.5593641544712631,0.5620184404440294,0.6657749829602528,0.1892539991241629,0.8020033728834564,0.4218772918547684,0.5110069025966912,0.5000327496901875,0.4816756130933586,0.5423125143342895,0.1591541589598789,0.6052270442010546,0.6846543777791902,0.9979281693627362,0.4467034587041996,0.2622348457057103,0.2562752148021727,0.5440844233329317,0.6694509407393165,0.4204819277108433,0.3735101869194603
Mov. 3 - Cell 51,0.6562748938263319,0.5079606919766524,0.8593591357673702,0.6176937588902254,0.092102170805785,0.59,1.5648180798146291e-34,0.0315737503354101,0.2488413432990584,0.6573385503903899,0.6539610043338017,0.5941080196399349,0.5197048969839545,0.4227264169223012,0.5714285714285714,0.5714285714285714,0.9577084429444076,0.1595913486512447,0.4863058955821782,0.6080136623999237,0.4132091351403759,0.3795676063676039,0.3618529999297168,0.7031473936527185,0.3355785681661559,0.7375062625778432,0.529695057751906,0.294506708719369,0.7291134933840194,0.0920653339548164,0.5818209707461379,0.1250671368648851,0.5707574641265835,0.4606611402896846,0.3262252736175297,0.4084952423446324,0.8060719756822916,0.784677601627326,0.2293081996139252,0.3022376309622943,0.9056050424868836,0.2860788361502665,0.4606195294132237,0.2951807228915664,0.4146859829517218
Mov. 3 - Cell 52,0.7654071185212743,0.5400273384266646,0.7812614222474892,0.5126981214929751,0.2574968606347564,0.1116666666666665,2.4675977412461456e-33,0.120347617551674,0.0976481744302635,0.628832919423076,0.593167847002717,0.8581560283687946,1.0,0.9258261508424648,1.0,0.4615384615384614,0.4949983151861549,0.3621301907829176,0.441384297092286,0.550198945769006,0.4964713450712166,0.5088327286065089,0.4644660979749094,0.476271820884208,0.5802573353468378,0.5558365051716954,0.6639741651464097,0.2396436293568757,0.740637528728059,0.2525791005661797,0.3255483729593514,0.4778625194205663,0.2117215731677368,0.5251529420227576,0.5988539993414584,0.5527104451987248,0.8364252793709293,0.8861273449355824,0.7243073063584847,0.1277788782943232,0.4217724340247237,0.7436105506730288,0.4976132578177829,0.0,0.6352853484194032
Mov. 3 - Cell 53,0.7904783976086414,0.7237173416674522,0.671871827153474,0.5826403932259605,0.1770586364518714,0.8633333333333332,2.8246972517679455e-33,0.1231403635092603,0.3547014242685119,0.6045282878252536,0.5215761795139972,0.215686274509804,0.3123838252394234,0.1953983511902723,0.1111111111111111,0.3529411764705883,0.5975561447515294,0.197137429107166,0.701955518777464,0.3541454408419089,0.6441354231937966,0.1642784928383345,0.880294624302586,0.1265879261587983,0.8576541903263216,0.6322714139827315,0.474126050274116,0.4240860774917969,0.6107390557577895,0.2249986147011178,0.4638062890325408,0.449640146404215,0.4951759463916081,0.2504038133642078,0.3754444097355892,0.5805821431465132,0.7453631767307414,0.8592123814751425,0.4151299025500471,0.2611977386003491,0.3069941597361669,0.188056306433572,0.5465391462938036,0.5338058114812192,0.6058751576774588
Mov. 3 - Cell 54,0.6326774939239037,0.5696222282018077,0.4374974617227778,0.7326050801181971,0.1835039512292807,0.6583333333333333,6.018531076210111e-35,0.0969051826418218,0.3093405727750223,0.7291544159594396,0.6660811392330298,0.2340425531914893,0.2501119210440089,0.3206506240090578,0.2222222222222223,0.2777777777777777,0.7935638567656168,0.1360887163660396,0.6101588878976445,0.4438194675861134,0.5734238918343539,0.4159038080739536,0.4903441760549899,0.4962651217416233,0.5504818299411123,0.8028372619443409,0.4352426072009824,0.4316988979714398,0.60918260460259,0.0807792224724814,0.6256776596910267,0.2137690177450921,0.5680700277163807,0.4587260891189688,0.1857246351126864,0.6844284335241033,0.8128154497219979,0.7701855499230454,0.2335004916354681,0.2618679414839311,0.5634832813107344,0.095880106270999,0.4474947736704661,0.3450164293537785,0.5088108252742631
Mov. 3 - Cell 55,0.4557065777453317,0.6295073597443741,0.7187588839702705,0.4654652681701811,0.3192918483249699,0.8633333333333332,2.9490802273429546e-33,0.0918794769522202,0.2952691522099401,0.7355036144228535,0.726043560172097,0.4569402228976698,0.4097695343373424,0.555629233294362,0.3999999999999999,0.6000000000000001,0.5330968153216337,0.1255214873026967,0.69641222582661,0.3998550413026794,0.5803410850805731,0.2774241694290396,0.6166656294591352,0.4399784010622067,0.5485887211186434,0.6963673296262829,0.3992282075886738,0.4826954044888606,0.5779641102792462,0.253834018377212,0.3154333296811659,0.272225904742941,0.3628986422481846,0.3557120499900307,0.046443219344009,0.764875898001969,0.7571669957680704,0.6149058796939055,0.3084639874556484,0.1998579135927143,0.4618463889845206,0.4296461486906311,0.3973747386835231,0.4518072289156629,0.7588165590000385
Mov. 3 - Cell 56,0.7668829143241425,0.7915467991033037,0.8281484790642892,0.6624456071681568,0.0800921727226436,0.59,1.2799409422073504e-33,0.1901197363412509,0.197017343016544,0.5736283849180794,0.5638723709114691,0.5460992907801421,0.3955227550402854,0.4308809742524027,0.5333333333333334,0.4666666666666665,0.4589767408759524,0.5568454030910835,0.3777603460731422,0.600799917714343,0.4559079721725584,0.6953947900356234,0.445601129988264,0.4827203134097422,0.5809983136484146,0.5501619781336446,0.5792650138571301,0.3042250511089578,0.7045173627419613,0.6626536459436818,0.8752141996274786,0.9818514316854556,0.5140722029260079,0.5290296400548335,0.2069645320225921,0.3614705324104097,0.922429228587772,0.8178053663104183,0.761890407851237,0.3133019349809584,0.4740475121018019,0.1913285886699784,0.3973747386835231,0.2475117862755369,0.5588089140323381
Mov. 3 - Cell 57,0.5663126816252202,0.6506521148985349,0.5937538074158297,0.4535878974630816,0.2403761046840235,0.5216666666666666,4.971306668949552e-33,0.1002616763165672,0.1180377262238636,0.6719368905065881,0.5822560496290595,0.5460992907801421,0.4458058146452439,0.4308809742524027,0.3999999999999999,0.6000000000000001,0.6520635667824731,0.2933194161555565,0.5715797968090125,0.4611023205089791,0.5617690311694832,0.3245062973098105,0.5640824260201451,0.4698719295978858,0.5504272720611848,0.5742426012480748,0.4766183885869872,0.4516891860068059,0.5763865606128734,0.2099493795490768,0.9224235783937764,0.5020553705561942,0.6031540539592324,0.2233800687950508,0.1719885212783946,0.2675293043646318,0.453625192584588,0.7039327112460025,0.7156536790790371,0.2738184946655868,0.2518927804729228,0.2723330840462953,0.6634848607035854,0.4518072289156629,0.62645541072589
Mov. 3 - Cell 58,0.5677865608101591,0.4984953200865968,0.5937538074158297,0.5133036986877562,0.2103973828202115,0.2711111111111109,2.145331408113572e-32,0.4394734649686169,0.5534089732137272,0.8298678316395671,0.6834033220493433,0.670921985815603,0.455421229493908,0.4705766921228921,0.4545454545454546,0.7,0.7306873167531217,0.4178438943356238,0.2474271729198161,0.7731711555646388,0.2936725210940504,0.0878994759057583,0.294667968900186,0.8669319979212016,0.169057892538757,0.0,0.9161094915156146,0.1123497278755701,0.7992887902587255,0.1020932680993372,0.0726153171907526,0.2157785387350234,0.3143002490965862,1.0,0.3803667401969169,0.9677568512229,0.4468795269706076,0.9999999999999992,0.3854810912447292,0.2325780923784524,1.0,0.7652181876568175,0.8389034323182588,0.4801957831325303,0.2146859829517219
Mov. 3 - Cell 6,0.7609835643485354,0.3279509392579284,0.7343540592129294,0.6894197603089682,0.1167114915629517,0.7266666666666667,3.473361156648369e-33,0.0553752715452887,0.050606861017293,0.5123721737646845,0.5370296100208273,0.3796690307328607,0.3094276679923954,0.2499999999999999,0.3125,0.3999999999999999,0.8633243689801089,0.359594299503215,0.3418598643939201,0.6414802843785864,0.4327824251386794,0.6249025427335275,0.2114716518981052,0.7407408946499794,0.3657091409816794,0.6033250739021745,0.633368336385886,0.2890770445183677,0.6863172877055055,0.2262502729853679,0.8246346006354772,0.3427923171846795,0.4978774164123076,0.3277972193511036,0.5879571276126279,0.6460375595713286,0.7790893132263701,0.7101455124686522,0.2896878483112034,0.2600648548682071,0.4458203319365697,0.0762274516052784,0.436755209270299,0.3682730923694779,0.3293910783226941
Mov. 3 - Cell 7,0.7639313227184132,0.5190195624545106,0.7031434025098484,0.4350267364674129,0.1364247273142026,0.5216666666666666,2.5679065925163143e-34,0.0178005364920492,0.0699330074296881,0.5736591602836785,0.4537577580459065,0.3900709219858156,0.2941862254807312,0.3015766300761426,0.375,0.3529411764705883,0.7073753811328483,0.2223403733079427,0.5033571418515261,0.5593406526927354,0.4616073811738746,0.4332062091347937,0.4043814663334742,0.6162396129506175,0.4280669653819492,0.7852260340248889,0.417835963156951,0.4333765623915155,0.6215423696900453,0.2162190793140652,0.2344823052481645,0.2540878163292576,0.2171174964038872,0.4501217680481921,0.2002937867151868,0.2161367875434965,0.7318718455027797,0.6563128948586314,0.2277396072510621,0.1780641156723645,0.1710839538302637,0.2272840639074992,0.4391404006128928,0.2775916500225501,0.4411605060968618
Mov. 3 - Cell 8,0.5412414025378496,0.6464739710862154,0.6562563456930484,0.6195448774136023,0.1205832721046193,0.6583333333333333,2.206794727943708e-34,0.0147723100605682,0.2057990981555115,0.5333277681179718,0.5167619545147464,0.4628841607565013,0.3885105815632989,0.3984121577531651,0.3125,0.5,0.4378433177661107,0.4187371111367537,0.4862085888866443,0.5051949859516143,0.5328388551946528,0.4989654921303241,0.5089729343139925,0.4566046828389314,0.5847304826756817,0.4605894814714802,0.6051655682002904,0.3441680524908833,0.6484574422974585,0.4933619737086569,0.777416456667032,0.5746234440622189,0.4519804932814092,0.2720989694076887,0.4851922640178573,0.2852271717823231,0.4991573396918207,0.6770177477855608,0.621232082150472,0.2229300605538742,0.2147070900596794,0.0,0.61575156789886,0.4518072289156627,0.5323343908871984
Mov. 3 - Cell 9,0.5958075148853261,0.2926531660762562,0.7343946716484577,0.6188525063489202,0.0751106432952352,1.0,4.1888976290422366e-33,0.04533246927435,0.0673517938194777,0.79953964302514,0.8152900548291467,0.2523988318731749,0.2563040137681102,0.3314128183869147,0.3529411764705883,0.1764705882352941,0.7345735385492408,0.368671894156266,0.2886970182721149,0.7093108593970032,0.3603991591004038,0.4275508637757568,0.2944509684262297,0.7237897034783798,0.340325316830767,0.6029332482808876,0.6424538215144505,0.2662145310779807,0.7140701715051754,0.1221589149687246,0.170426207954421,0.3286758907260734,0.1982212398694875,0.4039001360619269,0.2582142993485071,0.6245381794816347,0.649240729092929,0.6418208431543473,0.2861030284414217,0.093358695798681,0.0641310235006941,0.7657051753953008,0.4892604355998342,0.1521739130434783,0.2735063644356101
